rank,lemma,absolute_frequency,freq_cat
5886,osmačtyřicetihodinový,16,  
5886,osmatřicítka,16,  
5886,osmium,16,  
5886,osmoticky,16,  
5886,osnovní,16,  
5886,Osona,16,  
5886,osrdečník,16,  
5886,ostrohranný,16,  
5886,ošklivo,16,  
5886,oškrabat,16,  
5886,otěruvzdornost,16,  
5886,other,16,  
5886,otrhávat,16,  
5886,otupující,16,  
5886,outěžek,16,  
5886,OVK,16,  
5886,OVS,16,  
5886,ovulační,16,  
5886,OZO,16,  
5886,ozvučnice,16,  
5886,ožívající,16,  
5886,p-lav,16,  
5886,Pá-po,16,  
5886,pacovský,16,  
5886,padesátistránkový,16,  
5886,pádlování,16,  
5886,PageMill,16,  
5886,Palin,16,  
5886,Palinová,16,  
5886,Palmi,16,  
5886,Panamec,16,  
5886,pánbíček,16,  
5886,pancéř,16,  
5886,pangermanizmus,16,  
5886,Páník,16,  
5886,pantalóny,16,  
5886,Papageno,16,  
5886,paprskový,16,  
5886,papuč,16,  
5886,paradentóza,16,  
5886,Paradies,16,  
5886,paroxyzmus,16,  
5886,partajničení,16,  
5886,Partei,16,  
5886,Partyková,16,  
5886,Paruch,16,  
5886,parukářka,16,  
5886,paryba,16,  
5886,pařák,16,  
5886,pařeništní,16,  
5886,Paříž-Granada-Dakar,16,  
5886,pastovitý,16,  
5886,pasus,16,  
5886,paternita,16,  
5886,Paterson,16,  
5886,patnáctinásobný,16,  
5886,patoky,16,  
5886,paušalizující,16,  
5886,pavučinka,16,  
5886,pay,16,  
5886,PBCH,16,  
5886,PBX,16,  
5886,PC/AT,16,  
5886,Pěček,16,  
5886,Pečora,16,  
5886,ped,16,  
5886,Pederson,16,  
5886,pedikérka,16,  
5886,Pechr,16,  
5886,peleta,16,  
5886,Peltier,16,  
5886,Pěnčík,16,  
5886,Pennzoil,16,  
5886,pensée,16,  
5886,pentózový,16,  
5886,perennis,16,  
5886,performerka,16,  
5886,periferně,16,  
5886,Perišič,16,  
5886,Perkin,16,  
5886,perlení,16,  
5886,perořízek,16,  
5886,Perrault,16,  
5886,Persil,16,  
5886,Perucká,16,  
5886,perucký,16,  
5886,perverzně,16,  
5886,perzekuovat,16,  
5886,pěstitelství,16,  
5886,pětaosmdesátina,16,  
5886,pětikorunový,16,  
5886,Petrocelli,16,  
5886,pézetka,16,  
5886,PfP,16,  
5886,phaseolus,16,  
5886,Philidor,16,  
5886,Phillipe,16,  
5886,PHP,16,  
5886,pchá,16,  
5886,Pche,16,  
5886,Picaroonského,16,  
5886,pifka,16,  
5886,Pileček,16,  
5886,Pilch,16,  
5886,Pilousův,16,  
5886,Pinkym,16,  
5886,Pippich,16,  
5886,písk,16,  
5886,písničkářův,16,  
5886,písník,16,  
5886,Pissarro,16,  
5886,pitvání,16,  
5886,Piverka,16,  
5886,Pivoňkův,16,  
5886,pla,16,  
5886,Plagne,16,  
5886,Plank,16,  
5886,platívat,16,  
5886,Playtime,16,  
5886,plc,16,  
5886,pleonasmus,16,  
5886,Plch,16,  
5886,Plíhalův,16,  
5886,plivník,16,  
5886,Plodek,16,  
5886,Plotěná,16,  
5886,ploužení,16,  
5886,plukovnický,16,  
5886,pobodnout,16,  
5886,pocínovaný,16,  
5886,poctívat,16,  
5886,počapnout,16,  
5886,Podbořansko,16,  
5886,podbrdský,16,  
5886,podebatovat,16,  
5886,podezíraný,16,  
5886,podhledový,16,  
5886,podkládaný,16,  
5886,podklesávat,16,  
5886,podklesnout,16,  
5886,podmanivě,16,  
5886,podmínění,16,  
5886,podmračeně,16,  
5886,podpěrka,16,  
5886,podpíraný,16,  
5886,podplacení,16,  
5886,podpůrce,16,  
5886,podtajemník,16,  
5886,podtrhující,16,  
5886,podváděný,16,  
5886,podvalník,16,  
5886,podvraťák,16,  
5886,poem,16,  
5886,poetista,16,  
5886,Pogoda,16,  
5886,pohlavnost,16,  
5886,pohnutelný,16,  
5886,pohrávající,16,  
5886,pohrudniční,16,  
5886,pohupování,16,  
5886,Poch,16,  
5886,pochcaný,16,  
5886,pochcípat,16,  
5886,pochlebovat,16,  
5886,pochopitelnost,16,  
5886,Poincaré,16,  
5886,Poison,16,  
5886,Pojer,16,  
5886,pojišťovatel,16,  
5886,pojížděný,16,  
5886,pokecaný,16,  
5886,Pokerface,16,  
5886,poklesat,16,  
5886,Poklop,16,  
5886,pokoncilní,16,  
5886,pokořování,16,  
5886,pokroutit,16,  
5886,Polanica,16,  
5886,polep,16,  
5886,polichoceně,16,  
5886,poliomyelitida,16,  
5886,politicko-hospodářský,16,  
5886,politickoekonomický,16,  
5886,političnost,16,  
5886,Politiken,16,  
5886,Poljana,16,  
5886,Polny,16,  
5886,Polobuřtík,16,  
5886,polosedě,16,  
5886,polotuhý,16,  
5886,polou,16,  
5886,polovládní,16,  
5886,polyglot,16,  
5886,Polynésanka,16,  
5886,polystyrenem,16,  
5886,Polyxena,16,  
5886,pomastit,16,  
5886,Pomezná,16,  
5886,pomlácený,16,  
5886,pomysl,16,  
5886,Ponceludon,16,  
5886,pootvírat,16,  
5886,pop-artový,16,  
5886,popl,16,  
5886,poplácání,16,  
5886,portorikánský,16,  
5886,portrétování,16,  
5886,Posledná,16,  
5886,poslouchající,16,  
5886,postfašistický,16,  
5886,postilión,16,  
5886,postjugoslávský,16,  
5886,postoupený,16,  
5886,postřikovat,16,  
5886,postřikový,16,  
5886,postulovaný,16,  
5886,Pošusta,16,  
5886,potěh,16,  
5886,potěmkinovský,16,  
5886,potichounku,16,  
5886,potírající,16,  
5886,potočnice,16,  
5886,potr,16,  
5886,Potra,16,  
5886,potracený,16,  
5886,Poullainová,16,  
5886,povolanec,16,  
5886,povolžský,16,  
5886,povraždění,16,  
5886,povylézt,16,  
5886,pozejtří,16,  
5886,pozemsky,16,  
5886,pozérství,16,  
5886,pozitívní,16,  
5886,požádaný,16,  
5886,pradlenka,16,  
5886,prachatý,16,  
5886,Prakab,16,  
5886,Praktik,16,  
5886,pránájáma,16,  
5886,praobyvatel,16,  
5886,praštění,16,  
5886,právř,16,  
5886,prďola,16,  
5886,Prentice,16,  
5886,presentace,16,  
5886,preskriptivní,16,  
5886,Preslová,16,  
5886,prézens,16,  
5886,Prinkeová,16,  
5886,prizmatický,16,  
5886,pro-te,16,  
5886,proaktivní,16,  
5886,Probert,16,  
5886,procitání,16,  
5886,procítění,16,  
5886,PROD,16,  
5886,prodání,16,  
5886,prodlévání,16,  
5886,prodřít,16,  
5886,proexportně,16,  
5886,profašistický,16,  
5886,proflákat,16,  
5886,prohození,16,  
5886,prokaryota,16,  
5886,ProKAT,16,  
5886,prolaktin,16,  
5886,prolézání,16,  
5886,proměřování,16,  
5886,promrhávat,16,  
5886,promytí,16,  
5886,pronic,16,  
5886,proniknutý,16,  
5886,propašování,16,  
5886,propírání,16,  
5886,proplácený,16,  
5886,proplétaný,16,  
5886,propojitelný,16,  
5886,proprietární,16,  
5886,prosektor,16,  
5886,prospektový,16,  
5886,prostavěný,16,  
5886,Prostějov-Krasice,16,  
5886,protelefonovaný,16,  
5886,proteolýza,16,  
5886,proticizinecký,16,  
5886,protinázor,16,  
5886,protireakce,16,  
5886,protiřečení,16,  
5886,protisy,16,  
5886,protřelost,16,  
5886,proužkový,16,  
5886,prstka,16,  
5886,prudérie,16,  
5886,Prusík,16,  
5886,průsvitka,16,  
5886,PRVNå,16,  
5886,prvojádro,16,  
5886,Przewalského,16,  
5886,Przeworského,16,  
5886,přebarvit,16,  
5886,přebudovaný,16,  
5886,přebujelost,16,  
5886,přeceněný,16,  
5886,předávkovaný,16,  
5886,Předín,16,  
5886,předjednaný,16,  
5886,předobře,16,  
5886,předpěstování,16,  
5886,předpěstovat,16,  
5886,předpověditelný,16,  
5886,předrážděnost,16,  
5886,předsadit,16,  
5886,předsezónní,16,  
5886,předskakovat,16,  
5886,předtiskový,16,  
5886,předvědecký,16,  
5886,přehnanost,16,  
5886,přechodka,16,  
5886,přechodnost,16,  
5886,Přechová,16,  
5886,přejemný,16,  
5886,překážkářský,16,  
5886,překlápět,16,  
5886,přeletovat,16,  
5886,přelidnit,16,  
5886,přemyslovický,16,  
5886,přenositelnost,16,  
5886,přepásat,16,  
5886,přeskákat,16,  
5886,přestříknout,16,  
5886,přešlý,16,  
5886,převaření,16,  
5886,převoznický,16,  
5886,převýšený,16,  
5886,příční,16,  
5886,přidělaný,16,  
5886,přikoupení,16,  
5886,přiloudat,16,  
5886,přísavník,16,  
5886,přispíšit,16,  
5886,přístojně,16,  
5886,příznakovost,16,  
5886,přízračnost,16,  
5886,pseudonáhodný,16,  
5886,psychosexuální,16,  
5886,Pticyna,16,  
5886,Puda,16,  
5886,PÚDICE,16,  
5886,pugwashský,16,  
5886,Puchmajer,16,  
5886,Puchnarová,16,  
5886,Pulicar,16,  
5886,punkrockový,16,  
5886,Purcellův,16,  
5886,Pyracantha,16,  
5886,Quebecku,16,  
5886,Quilty,16,  
5886,race,16,  
5886,racionalizovaný,16,  
5886,Racková,16,  
5886,radiotechnika,16,  
5886,Radosta,16,  
5886,radostnost,16,  
5886,Radunka,16,  
5886,Radzinský,16,  
5886,Radžív,16,  
5886,Rafale,16,  
5886,Rakata,16,  
5886,rámující,16,  
5886,ranař,16,  
5886,range,16,  
5886,ratibořický,16,  
5886,Rattle,16,  
5886,raubíř,16,  
5886,rav,16,  
5886,RAVAGO,16,  
5886,Raytek,16,  
5886,Razová,16,  
5886,Razým,16,  
5886,rebelantství,16,  
5886,recitátorka,16,  
5886,recyklát,16,  
5886,Red,16,  
5886,redzl@mafra,16,  
5886,reflexívní,16,  
5886,Reger,16,  
5886,Regner,16,  
5886,Reitinger,16,  
5886,Rejčka,16,  
5886,Rekdal,16,  
5886,rektifikace,16,  
5886,relativizující,16,  
5886,reliktní,16,  
5886,Renkou,16,  
5886,repasovat,16,  
5886,Replay,16,  
5886,reprodukčně,16,  
5886,reptal,16,  
5886,Ress,16,  
5886,rétoricky,16,  
5886,reverzace,16,  
5886,rezignační,16,  
5886,Reznor,16,  
5886,Rickman,16,  
5886,Rigips,16,  
5886,rigorózum,16,  
5886,Richtrová,16,  
5886,Rilkův,16,  
5886,Rímský,16,  
5886,Rinald,16,  
5886,Riosem,16,  
5886,riscový,16,  
5886,RMK,16,  
5886,RMON,16,  
5886,Robertsonův,16,  
5886,robotek,16,  
5886,Roca,16,  
5886,Rodimov,16,  
5886,Rogane,16,  
5886,Rocher,16,  
5886,rochetka,16,  
5886,Roithův,16,  
5886,rolovaný,16,  
5886,rómských,16,  
5886,rosikrucián,16,  
5886,Rosmalen,16,  
5886,Rosten,16,  
5886,roupice,16,  
5886,rous,16,  
5886,rozbalování,16,  
5886,rozdrolit,16,  
5886,rozehranost,16,  
5886,rozemnout,16,  
5886,rozezvonit,16,  
5886,Rozhoň,16,  
5886,rozcházející,16,  
5886,rozječet,16,  
5886,rozkatit,16,  
5886,rozkreslit,16,  
5886,rozladěnost,16,  
5886,rozlišovaný,16,  
5886,rozmetadlo,16,  
5886,rozpadavý,16,  
5886,rozpojení,16,  
5886,rozpomínka,16,  
5886,rozšlápnutý,16,  
5886,rozutíkat,16,  
5886,rozvážka,16,  
5886,rozzlobení,16,  
5886,rozzuření,16,  
5886,rozžvýkaný,16,  
5886,Rož,16,  
5886,rudně,16,  
5886,rudozlatý,16,  
5886,Ruggeri,16,  
5886,rugosa,16,  
5886,ruletový,16,  
5886,rumunsko-maďarský,16,  
5886,Ruskin,16,  
5886,rusko-čínský,16,  
5886,Russelův,16,  
5886,Růžodol,16,  
5886,rý,16,  
5886,rybařina,16,  
5886,rybářka,16,  
5886,rýhování,16,  
5886,rychločistírna,16,  
5886,rychlokurz,16,  
5886,rýmování,16,  
5886,Ryšlinková,16,  
5886,rytecký,16,  
5886,řecko,16,  
5886,řečnicky,16,  
5886,řehořův,16,  
5886,ři,16,  
5886,řinčivý,16,  
5886,saba,16,  
5886,Sabinka,16,  
5886,Sable,16,  
5886,Saddam,16,  
5886,sádelnatý,16,  
5886,Saekiová,16,  
5886,Saida,16,  
5886,Sakař,16,  
5886,Sald,16,  
5886,Salicie,16,  
5886,Salonen,16,  
5886,Salvet,16,  
5886,samozhášivý,16,  
5886,Sámův,16,  
5886,Sanctus,16,  
5886,sandálek,16,  
5886,Sandersonová,16,  
5886,Sandhurstu,16,  
5886,Sankturinovském,16,  
5886,santal,16,  
5886,Saracén,16,  
5886,SARAJEVO/ZÁHřEB,16,  
5886,sargasový,16,  
5886,satori,16,  
5886,Saturnův,16,  
5886,satyrský,16,  
5886,sbalení,16,  
5886,sbm,16,  
5886,SCA,16,  
5886,Scapinův,16,  
5886,scelování,16,  
5886,sčítanec,16,  
5886,SeaTek,16,  
5886,sebeironicky,16,  
5886,sebeponížení,16,  
5886,sedativní,16,  
5886,Sedlářová,16,  
5886,sedmasedmdesátý,16,  
5886,sedmdesátitisícový,16,  
5886,sedmdesátkrát,16,  
5886,sedmnáctiměsíční,16,  
5886,Segura,16,  
5886,Sehoř,16,  
5886,semenářský,16,  
5886,semenec,16,  
5886,Semerák,16,  
5886,Semper,16,  
5886,Seppo,16,  
5886,Serraová,16,  
5886,seschnout,16,  
5886,seslání,16,  
5886,sestupně,16,  
5886,sesychat,16,  
5886,seškrabávat,16,  
5886,seškrábnout,16,  
5886,seškrtaný,16,  
5886,severo,16,  
5886,Severoameričan,16,  
5886,Severosklo,16,  
5886,sextánka,16,  
5886,Shada,16,  
5886,ShapeSheet,16,  
5886,Sher,16,  
5886,Shisha,16,  
5886,Shoemaker-Levy,16,  
5886,showbusiness,16,  
5886,Schach,16,  
5886,Schapers,16,  
5886,Schinzelová,16,  
5886,schon,16,  
5886,Schott,16,  
5886,Schusterův,16,  
5886,Schwaiger,16,  
5886,Schweiz,16,  
5886,Sičák,16,  
5886,sidol,16,  
5886,sígřík,16,  
5886,silikóza,16,  
5886,silk,16,  
5886,Silla,16,  
5886,Silsky,16,  
5886,Simič,16,  
5886,Simmon,16,  
5886,simplexní,16,  
5886,Sitnikov,16,  
5886,skalina,16,  
5886,skartační,16,  
5886,SKG,16,  
5886,SKKS,16,  
5886,skočný,16,  
5886,SKPP,16,  
5886,skrejvat,16,  
5886,Sladea,16,  
5886,slav,16,  
5886,Slawisch,16,  
5886,Sleep,16,  
5886,slinění,16,  
5886,Sling,16,  
5886,Slouková,16,  
5886,slu,16,  
5886,sluchátkový,16,  
5886,Služanič,16,  
5886,smavý,16,  
5886,smazaný,16,  
5886,Smištík,16,  
5886,Smithsonian,16,  
5886,Smithsonův,16,  
5886,Smolenice,16,  
5886,smontování,16,  
5886,smrádek,16,  
5886,snivost,16,  
5886,socdem,16,  
5886,sociálněekonomický,16,  
5886,sociálněpolitický,16,  
5886,sociálno,16,  
5886,Sodexho,16,  
5886,SOF,16,  
5886,sofista,16,  
5886,Sofoklés,16,  
5886,sochat,16,  
5886,Sojková,16,  
5886,sokolnice,16,  
5886,Soldánová,16,  
5886,solní,16,  
5886,Sorrena,16,  
5886,Soták,16,  
5886,součinnostní,16,  
5886,soudobost,16,  
5886,SOUE,16,  
5886,soutěžný,16,  
5886,Souvenir,16,  
5886,Soviet,16,  
5886,spatřující,16,  
5886,spektrofotometr,16,  
5886,spektroskopický,16,  
5886,Spiceworld,16,  
5886,Spiderem,16,  
5886,Spielmann,16,  
5886,Spock,16,  
5886,společenskost,16,  
5886,spolupachatelka,16,  
5886,Spörl,16,  
5886,sporýš,16,  
5886,spotový,16,  
5886,spráskaný,16,  
5886,spraš,16,  
5886,Squibb,16,  
5886,Squire,16,  
5886,srandovně,16,  
5886,srdcovitý,16,  
5886,srdečně-cévní,16,  
5886,srostlice,16,  
5886,stabil,16,  
5886,stájník,16,  
5886,Stangl,16,  
5886,Stank,16,  
5886,starobyle,16,  
5886,starogermánský,16,  
5886,starokladrubský,16,  
5886,starousedlý,16,  
5886,Stasis,16,  
5886,Statistical,16,  
5886,Statistics,16,  
5886,státotvorně,16,  
5886,Staunton,16,  
5886,STAVEBNICTVå,16,  
5886,Stavotech,16,  
5886,Steelers,16,  
5886,stehlíkův,16,  
5886,stejno,16,  
5886,stenty,16,  
5886,stěrkový,16,  
5886,Stibral,16,  
5886,Stieber,16,  
5886,Stingův,16,  
5886,stížený,16,  
5886,stočení,16,  
5886,stodvacetičlenný,16,  
5886,stohlavý,16,  
5886,Stolica,16,  
5886,stranickopolitický,16,  
5886,Stratilův,16,  
5886,Straub,16,  
5886,strie,16,  
5886,Strömberg,16,  
5886,Stropkov,16,  
5886,střednictvím,16,  
5886,středojemný,16,  
5886,střeliště,16,  
5886,střepinka,16,  
5886,stříbrník,16,  
5886,střízlivět,16,  
5886,Studenov,16,  
5886,Studenovská,16,  
5886,Sturridge,16,  
5886,stylovost,16,  
5886,Su-čou,16,  
5886,subkutánně,16,  
5886,Sud,16,  
5886,Süe,16,  
5886,Suchoj,16,  
5886,suknička,16,  
5886,Sukup,16,  
5886,Sükür,16,  
5886,Sultan,16,  
5886,sultánka,16,  
5886,sundaný,16,  
5886,superexpres,16,  
5886,superiorita,16,  
5886,Supply,16,  
5886,Surfers,16,  
5886,sůva,16,  
5886,svalování,16,  
5886,svát,16,  
5886,svatohubertský,16,  
5886,SVB,16,  
5886,Sverrisson,16,  
5886,Světluška,16,  
5886,Svitáček,16,  
5886,Svitáková,16,  
5886,svlažovat,16,  
5886,svobodymilovný,16,  
5886,Svojše,16,  
5886,Svorův,16,  
5886,svrasklý,16,  
5886,svrhávat,16,  
5886,SVŠ,16,  
5886,svy,16,  
5886,Swinging,16,  
5886,Swings,16,  
5886,Swisscom,16,  
5886,symbiont,16,  
5886,synekdocha,16,  
5886,synchronie,16,  
5886,Szaboová,16,  
5886,SZZ,16,  
5886,Šachl,16,  
5886,Šalamounová,16,  
5886,šálka,16,  
5886,Šarapatka,16,  
5886,šarišský,16,  
5886,Šauer,16,  
5886,šedesátina,16,  
5886,šedivka,16,  
5886,šéfredaktorův,16,  
5886,Šefrna,16,  
5886,Šemberův,16,  
5886,šenkýřka,16,  
5886,šestigólový,16,  
5886,šestikolový,16,  
5886,šestipodlažní,16,  
5886,šestnáctiměsíční,16,  
5886,šestsettřináctka,16,  
5886,šíj,16,  
5886,šikmooký,16,  
5886,Šimoníček,16,  
5886,Širc,16,  
5886,Šišma,16,  
5886,Škrabiš,16,  
5886,Škrdlovice,16,  
5886,Škrla,16,  
5886,škvarkový,16,  
5886,škytání,16,  
5886,šlapák,16,  
5886,Šmarov,16,  
5886,Šmídl,16,  
5886,Šmidra,16,  
5886,špílec,16,  
5886,Špinka,16,  
5886,šplouchnutí,16,  
5886,špona,16,  
5886,šprycl,16,  
5886,Šrutův,16,  
5886,Štáchová,16,  
5886,Štefánek,16,  
5886,Štepka,16,  
5886,štětinový,16,  
5886,Štilec,16,  
5886,štípanec,16,  
5886,šťoura,16,  
5886,Štrajt,16,  
5886,Štruncová,16,  
5886,šturm,16,  
5886,Šuda,16,  
5886,šumafuk,16,  
5886,Šuster,16,  
5886,Šustův,16,  
5886,švihnutí,16,  
5886,Švojgrová,16,  
5886,švýcarsko-švédský,16,  
5886,T-konto,16,  
5886,tade,16,  
5886,táhlový,16,  
5886,tajemníkův,16,  
5886,TAKE,16,  
5886,Talpová,16,  
5886,Támar,16,  
5886,tamarindou,16,  
5886,Tandil,16,  
5886,Tankreda,16,  
5886,ťapat,16,  
5886,Taphrina,16,  
5886,Taranov,16,  
5886,Tarasenko,16,  
5886,Tartini,16,  
5886,Tassotti,16,  
5886,Tatabánya,16,  
5886,Tateův,16,  
5886,Tauberová,16,  
5886,Taza,16,  
5886,tb,16,  
5886,TCI,16,  
5886,tečný,16,  
5886,Tegucigalpa,16,  
5886,Technomax,16,  
5886,Tejkal,16,  
5886,tektogramatický,16,  
5886,tekutost,16,  
5886,Telefór,16,  
5886,telegrafistka,16,  
5886,Telesport,16,  
5886,teletina,16,  
5886,temnost,16,  
5886,tempově,16,  
5886,tění,16,  
5886,Tereba,16,  
5886,Terlecký,16,  
5886,TERMO-SAN,16,  
5886,terorizující,16,  
5886,TESE,16,  
5886,těsněný,16,  
5886,testovatelný,16,  
5886,těstovitý,16,  
5886,Tetradze,16,  
5886,těžení,16,  
5886,Thámův,16,  
5886,Theme,16,  
5886,Themis,16,  
5886,Theodóros,16,  
5886,Théseus,16,  
5886,Thielemans,16,  
5886,Thorens,16,  
5886,Thorne,16,  
5886,Thrashers,16,  
5886,Thuja,16,  
5886,Thurn-Taxis,16,  
5886,tchaj-pani,16,  
5886,tchangský,16,  
5886,tchánův,16,  
5886,Tiang,16,  
5886,tifosi,16,  
5886,Ticháček,16,  
5886,Timecop,16,  
5886,Tipperary,16,  
5886,Tipsport,16,  
5886,tiraznov,16,  
5886,Tisek,16,  
5886,tisícero,16,  
5886,Tisícročná,16,  
5886,tisknutí,16,  
5886,Tišma,16,  
5886,Tit,16,  
5886,titulkování,16,  
5886,TIW,16,  
5886,tizián,16,  
5886,tlumačovský,16,  
5886,tmavnoucí,16,  
5886,Tmé,16,  
5886,Tmej,16,  
5886,tmoucí,16,  
5886,TOBACCO,16,  
5886,Tockého,16,  
5886,Tokugawa,16,  
5886,Tomanův,16,  
5886,Tomič,16,  
5886,Tominová,16,  
5886,Tomsk,16,  
5886,Tomšej,16,  
5886,Tomšů,16,  
5886,Tong-in,16,  
5886,topinkový,16,  
5886,torii,16,  
5886,Toriko,16,  
5886,Toshack,16,  
5886,totožně,16,  
5886,Totzauer,16,  
5886,touchpad,16,  
5886,Tovačovský,16,  
5886,Tovarišu,16,  
5886,továrně,16,  
5886,tp,16,  
5886,Tradition,16,  
5886,trambus,16,  
5886,trámec,16,  
5886,trans-resveratrolu,16,  
5886,transjordánský,16,  
5886,Transkei,16,  
5886,transmisní,16,  
5886,trash,16,  
5886,Travkin,16,  
5886,travný,16,  
5886,trenérství,16,  
5886,trepanace,16,  
5886,Tresmontant,16,  
5886,treťjakovský,16,  
5886,Trevi,16,  
5886,triola,16,  
5886,triple,16,  
5886,trojjedinost,16,  
5886,trojverší,16,  
5886,troník,16,  
5886,troubící,16,  
5886,trpaslice,16,  
5886,trucovitě,16,  
5886,TRW,16,  
5886,try,16,  
5886,Třebotov,16,  
5886,třiadvacetičlenný,16,  
5886,tříkorunový,16,  
5886,třísložkový,16,  
5886,třístavový,16,  
5886,tříštící,16,  
5886,třpytivě,16,  
5886,tts,16,  
5886,TTS,16,  
5886,Tucson,16,  
5886,tučapský,16,  
5886,Tudorovna,16,  
5886,Tugnutt,16,  
5886,Tummler,16,  
5886,ün,16,  
5886,Tunceli,16,  
5886,Tuvache,16,  
5886,Tvaroh,16,  
5886,tvářený,16,  
5886,TVCO,16,  
5886,tvorovický,16,  
5886,tvz,16,  
5886,ty's,16,  
5886,Ty-já-tr,16,  
5886,týmově,16,  
5886,tyn,16,  
5886,ÚAN,16,  
5886,úběr,16,  
5886,UBK,16,  
5886,UÇK,16,  
5886,UčK,16,  
5886,udržovatelný,16,  
5886,udupat,16,  
5886,udýchat,16,  
5886,Uffizi,16,  
5886,uchopovací,16,  
5886,uchopování,16,  
5886,ÚK,16,  
5886,ukročit,16,  
5886,ulehčující,16,  
5886,uložiště,16,  
5886,Ulrichův,16,  
5886,ultrakrátký,16,  
5886,umazávat,16,  
5886,uměleckost,16,  
5886,umísťovaný,16,  
5886,Umm,16,  
5886,umrlý,16,  
5886,UNC,16,  
5886,under,16,  
5886,Unimog,16,  
5886,Unrra,16,  
5886,uondat,16,  
5886,upejpavě,16,  
5886,uplácaný,16,  
5886,ÚPMD,16,  
5886,UPN,16,  
5886,upovídanost,16,  
5886,uptake,16,  
5886,Urgell,16,  
5886,Urzaiz,16,  
5886,uříznutí,16,  
5886,US$,16,  
5886,USD/kg,16,  
5886,usedající,16,  
5886,USIP,16,  
5886,ÚSIS,16,  
5886,uskutečnitelnost,16,  
5886,usmýkat,16,  
5886,uškubnout,16,  
5886,Útěchov,16,  
5886,utlačovatelský,16,  
5886,Útvina,16,  
5886,UUP,16,  
5886,ÚVAR,16,  
5886,uvědomující,16,  
5886,úvěrovaný,16,  
5886,úvěruschopnost,16,  
5886,uvrhovat,16,  
5886,uvržení,16,  
5886,územně-správní,16,  
5886,VAC,16,  
5886,Vackov,16,  
5886,Vackův,16,  
5886,Václ,16,  
5886,váda,16,  
5886,Vairelles,16,  
5886,Valdes,16,  
5886,valencijský,16,  
5886,validace,16,  
5886,Valníčková,16,  
5886,valorizovaný,16,  
5886,vampír,16,  
5886,Vanbiesbroucka,16,  
5886,Vaník,16,  
5886,Vartemberk,16,  
5886,Varykinu,16,  
5886,Vasari,16,  
5886,vatka,16,  
5886,Vavroušková,16,  
5886,vazkost,16,  
5886,vdoleček,16,  
5886,vědi,16,  
5886,vegetující,16,  
5886,věchýtek,16,  
5886,Vejle,16,  
5886,Vejmělková,16,  
5886,vejprnický,16,  
5886,Vejrychův,16,  
5886,Vejvodův,16,  
5886,veksl,16,  
5886,vekslácký,16,  
5886,Velinger,16,  
5886,velkokapitál,16,  
5886,velkost,16,  
5886,Venantia,16,  
5886,Vendome,16,  
5886,venerologický,16,  
5886,Veni,16,  
5886,Venom,16,  
5886,Venouš,16,  
5886,ventilkový,16,  
5886,verbalismus,16,  
5886,Verbascum,16,  
5886,verbování,16,  
5886,verdunský,16,  
5886,verifikovatelný,16,  
5886,Verlaat,16,  
5886,vévodící,16,  
5886,vicepremiérův,16,  
5886,vícesálový,16,  
5886,víceznačnost,16,  
5886,Vicki,16,  
5886,videokarta,16,  
5886,videoprodukce,16,  
5886,videový,16,  
5886,Viet,16,  
5886,Views,16,  
5886,Vigna,16,  
5886,Vilímkův,16,  
5886,Villarreal,16,  
5886,Villiers,16,  
5886,Vincennes,16,  
5886,Vindobona,16,  
5886,Vinkovci,16,  
5886,Violence,16,  
5886,violový,16,  
5886,Vishwanathan,16,  
5886,vitalismus,16,  
5886,Vítámvás,16,  
5886,Vitrenková,16,  
5886,Vitvar,16,  
5886,Vivianin,16,  
5886,vizový,16,  
5886,vládcův,16,  
5886,Vladěna,16,  
5886,vláhový,16,  
5886,vlásnička,16,  
5886,vlečení,16,  
5886,vlečňák,16,  
5886,vlepovat,16,  
5886,vletový,16,  
5886,vlhkomilný,16,  
5886,vmáčknutý,16,  
5886,vnitrák,16,  
5886,Vobr,16,  
5886,vobrátit,16,  
5886,Vojen,16,  
5886,Vojtěšek,16,  
5886,Vojtův,16,  
5886,Vokurovskij,16,  
5886,volenka,16,  
5886,Vondrovic,16,  
5886,voperovaný,16,  
5886,vorticizmus,16,  
5886,voskovat,16,  
5886,vousek,16,  
5886,vozíčkářka,16,  
5886,voznice,16,  
5886,vpisek,16,  
5886,vrabeček,16,  
5886,Vraj,16,  
5886,Vráto,16,  
5886,vrcholičnatý,16,  
5886,vroubící,16,  
5886,vrtulka,16,  
5886,vrz,16,  
5886,vřetenní,16,  
5886,VSŠ,16,  
5886,Všenice,16,  
5886,Všetičková,16,  
5886,vtančit,16,  
5886,vtláčení,16,  
5886,vůčihledně,16,  
5886,VÚCHZ,16,  
5886,VÚŽ,16,  
5886,vybodnout,16,  
5886,vybodovat,16,  
5886,vycucaný,16,  
5886,vydrový,16,  
5886,vyfoukat,16,  
5886,vyfukovaný,16,  
5886,vygruntovat,16,  
5886,vyháněný,16,  
5886,vyhládnout,16,  
5886,vyhláskovat,16,  
5886,vyhrazení,16,  
5886,vyhrocování,16,  
5886,vyhřátí,16,  
5886,vychloubačný,16,  
5886,východiště,16,  
5886,východozairský,16,  
5886,Vykmanov,16,  
5886,Vykopal,16,  
5886,vykopání,16,  
5886,vykopávání,16,  
5886,vykupující,16,  
5886,výložka,16,  
5886,vymačkávat,16,  
5886,vymahatel,16,  
5886,vymetání,16,  
5886,vyniknutí,16,  
