rank,lemma,absolute_frequency,freq_cat
5406,úřednice,496,  
5406,usínat,496,  
5406,vyřízení,496,  
5406,zhoršený,496,  
5407,Damon,495,  
5407,Doc,495,  
5407,elegantně,495,  
5407,kradený,495,  
5407,Kühnl,495,  
5407,lákadlo,495,  
5407,Mohelnice,495,  
5407,pohádat,495,  
5407,prodlení,495,  
5407,Ptení,495,  
5407,Rolling,495,  
5407,sedmadvacet,495,  
5407,starověký,495,  
5407,škrob,495,  
5407,údobí,495,  
5407,zmáčknout,495,  
5407,zorný,495,  
5408,bonbón,494,  
5408,dopravovat,494,  
5408,extáze,494,  
5408,fixní,494,  
5408,kontingent,494,  
5408,květináč,494,  
5408,lux,494,  
5408,mrakodrap,494,  
5408,odpoutat,494,  
5408,pavučina,494,  
5408,pochodovat,494,  
5408,předsevzetí,494,  
5408,rentgenový,494,  
5408,šikovně,494,  
5408,třebíčský,494,  
5408,úporný,494,  
5408,utváření,494,  
5408,zlevnit,494,  
5409,air,493,  
5409,dostihnout,493,  
5409,Fitzgerald,493,  
5409,gama,493,  
5409,Jiráskův,493,  
5409,mandle,493,  
5409,Muhammad,493,  
5409,nedobytný,493,  
5409,nedodržení,493,  
5409,objasňovat,493,  
5409,pochva,493,  
5409,požívat,493,  
5409,rčení,493,  
5409,Sezimův,493,  
5409,smyčcový,493,  
5409,svalstvo,493,  
5409,vrub,493,  
5409,zatoužit,493,  
5410,ABB,492,  
5410,baletní,492,  
5410,bezcenný,492,  
5410,bilanční,492,  
5410,Bosch,492,  
5410,čP,492,  
5410,Davisův,492,  
5410,drzý,492,  
5410,Glasgow,492,  
5410,Hanuš,492,  
5410,hasit,492,  
5410,Henri,492,  
5410,HP,492,  
5410,krátkodobě,492,  
5410,Kresh,492,  
5410,násilnost,492,  
5410,Odolena,492,  
5410,polda,492,  
5410,Pravda,492,  
5410,projekční,492,  
5410,slunečný,492,  
5410,štěrk,492,  
5410,teolog,492,  
5410,trust,492,  
5410,umyvadlo,492,  
5410,Verdi,492,  
5410,vsunout,492,  
5410,vyjednávač,492,  
5410,YSE,492,  
5410,záložní,492,  
5411,apartmá,491,  
5411,databázový,491,  
5411,divně,491,  
5411,dodavatelský,491,  
5411,fascinující,491,  
5411,gauč,491,  
5411,Gretzky,491,  
5411,husí,491,  
5411,chorobný,491,  
5411,Kňažko,491,  
5411,miminko,491,  
5411,nestraník,491,  
5411,pražan,491,  
5411,promyslet,491,  
5411,propuštěný,491,  
5411,romantika,491,  
5411,rozporný,491,  
5411,sanace,491,  
5411,slina,491,  
5411,sokolovský,491,  
5411,středomoří,491,  
5411,šeď,491,  
5411,usměvavý,491,  
5411,výkonový,491,  
5411,vypěstovat,491,  
5412,Anthony,490,  
5412,dan,490,  
5412,Eliot,490,  
5412,exaktní,490,  
5412,křížení,490,  
5412,ledacos,490,  
5412,nespravedlnost,490,  
5412,pootevřený,490,  
5412,provázený,490,  
5412,přerozdělování,490,  
5412,semestr,490,  
5412,Suzuki,490,  
5412,šibenice,490,  
5412,šplhat,490,  
5412,továrník,490,  
5412,valorizace,490,  
5412,vyřízený,490,  
5412,započítávat,490,  
5412,zprava,490,  
5413,blázinec,489,  
5413,jezírko,489,  
5413,Johann,489,  
5413,látkový,489,  
5413,odejmout,489,  
5413,otřesný,489,  
5413,Phil,489,  
5413,poskakovat,489,  
5413,poskytující,489,  
5413,pronášet,489,  
5413,soudržnost,489,  
5413,stočit,489,  
5413,Vyskočil,489,  
5413,zkoumaný,489,  
5413,ZPS,489,  
5414,Braník,488,  
5414,dešťový,488,  
5414,Di,488,  
5414,Havlův,488,  
5414,chlapecký,488,  
5414,Kafkův,488,  
5414,kategoricky,488,  
5414,Lillehammer,488,  
5414,Liza,488,  
5414,pokorný,488,  
5414,Rosa,488,  
5414,rutinní,488,  
5414,Růžena,488,  
5414,sm,488,  
5414,spasitel,488,  
5414,spekulant,488,  
5414,splatný,488,  
5414,STEM,488,  
5414,strašlivě,488,  
5414,studně,488,  
5414,Svitava,488,  
5414,šot,488,  
5414,špionážní,488,  
5414,šumperský,488,  
5414,tužba,488,  
5414,unášet,488,  
5414,zločinnost,488,  
5415,bedlivě,487,  
5415,doslov,487,  
5415,homo,487,  
5415,létání,487,  
5415,Lisa,487,  
5415,Maď,487,  
5415,Metcalf,487,  
5415,obratně,487,  
5415,ohraničený,487,  
5415,Oka,487,  
5415,originalita,487,  
5415,ostřelování,487,  
5415,pošetilý,487,  
5415,vetchý,487,  
5415,započatý,487,  
5415,zastavět,487,  
5416,aktivovat,486,  
5416,čB,486,  
5416,GB,486,  
5416,hlasatel,486,  
5416,instrumentální,486,  
5416,jehlice,486,  
5416,Karpov,486,  
5416,lešení,486,  
5416,náves,486,  
5416,nevina,486,  
5416,odrazovat,486,  
5416,ohřívat,486,  
5416,osvobozenecký,486,  
5416,srdečný,486,  
5416,vypsání,486,  
5416,Wayne,486,  
5416,zasypat,486,  
5417,árie,485,  
5417,DŽJ,485,  
5417,Fidel,485,  
5417,Franc,485,  
5417,Grandsailles,485,  
5417,hledající,485,  
5417,kašna,485,  
5417,lahvička,485,  
5417,objemný,485,  
5417,obřadní,485,  
5417,páchnout,485,  
5417,Terezka,485,  
5417,tříčlenný,485,  
5417,Tůma,485,  
5417,učenec,485,  
5417,větrání,485,  
5417,vychovatel,485,  
5417,zvýhodnit,485,  
5418,důchodkyně,484,  
5418,garantovaný,484,  
5418,Hebron,484,  
5418,koktejl,484,  
5418,Linec,484,  
5418,manipulační,484,  
5418,monitorovat,484,  
5418,objíždět,484,  
5418,severokorejský,484,  
5418,Slavoj,484,  
5418,Soběslav,484,  
5418,studiový,484,  
5418,utopie,484,  
5418,vítězně,484,  
5418,vlaštovka,484,  
5418,výstižně,484,  
5419,ctihodný,483,  
5419,doprostřed,483,  
5419,jdoucí,483,  
5419,jóga,483,  
5419,konzulát,483,  
5419,luna,483,  
5419,omezující,483,  
5419,optimisticky,483,  
5419,připočíst,483,  
5419,radiokomunikace,483,  
5419,snímat,483,  
5419,svačina,483,  
5419,švec,483,  
5419,visegrádský,483,  
5419,výdělečně,483,  
5419,vyfotografovat,483,  
5419,vyvěsit,483,  
5420,aktualizovat,482,  
5420,Bára,482,  
5420,Dakar,482,  
5420,drahokam,482,  
5420,hroutit,482,  
5420,klamat,482,  
5420,masívní,482,  
5420,odměňování,482,  
5420,parazit,482,  
5420,premiérka,482,  
5420,převažující,482,  
5420,salónek,482,  
5420,Šetina,482,  
5420,technolog,482,  
5420,velbloud,482,  
5420,vychutnávat,482,  
5420,výkres,482,  
5420,vylosovat,482,  
5420,vyměřit,482,  
5420,výprodej,482,  
5421,Arsenal,481,  
5421,bůhví,481,  
5421,čLR,481,  
5421,děsný,481,  
5421,Emílio,481,  
5421,Fred,481,  
5421,GmbH,481,  
5421,indikace,481,  
5421,Juppé,481,  
5421,kdopak,481,  
5421,likvidační,481,  
5421,mha,481,  
5421,nitka,481,  
5421,oplývat,481,  
5421,rodový,481,  
5421,sílící,481,  
5421,tahač,481,  
5421,výfukový,481,  
5421,Zapletal,481,  
5422,amerika,480,  
5422,diplomový,480,  
5422,Fučík,480,  
5422,hospitalizace,480,  
5422,kapitulace,480,  
5422,krasavice,480,  
5422,kývat,480,  
5422,manuální,480,  
5422,obětavý,480,  
5422,obroda,480,  
5422,Oleksy,480,  
5422,poháněný,480,  
5422,ro,480,  
5422,rotační,480,  
5422,Sejm,480,  
5422,tížit,480,  
5422,tr,480,  
5422,upevnění,480,  
5422,vyprodukovat,480,  
5422,zpřísnění,480,  
5422,zrcadlit,480,  
5423,café,479,  
5423,Compaq,479,  
5423,dabing,479,  
5423,diskrétní,479,  
5423,Diviš,479,  
5423,dovolávat,479,  
5423,Ena,479,  
5423,frankfurtský,479,  
5423,hláska,479,  
5423,hvozd,479,  
5423,kol,479,  
5423,kontrastovat,479,  
5423,letectví,479,  
5423,odzbrojení,479,  
5423,osídlení,479,  
5423,padělek,479,  
5423,PK,479,  
5423,podněcovat,479,  
5423,pojímat,479,  
5423,polekat,479,  
5423,předškolní,479,  
5423,přepínač,479,  
5423,Ralsko,479,  
5423,recyklace,479,  
5423,rozbíjet,479,  
5423,rusalka,479,  
5423,smog,479,  
5423,smrdět,479,  
5423,soudný,479,  
5423,tenor,479,  
5423,tož,479,  
5423,umírání,479,  
5423,variabilní,479,  
5423,Veliký,479,  
5423,vypočíst,479,  
5423,vyžadující,479,  
5423,vztahující,479,  
5423,zástěra,479,  
5423,Zdenka,479,  
5423,zvenku,479,  
5424,brutalita,478,  
5424,dělba,478,  
5424,dovolat,478,  
5424,interpretační,478,  
5424,kabaret,478,  
5424,kantor,478,  
5424,karibský,478,  
5424,koncipovaný,478,  
5424,obráceně,478,  
5424,pobouřit,478,  
5424,pochovat,478,  
5424,provozovaný,478,  
5424,Přelouč,478,  
5424,Ronald,478,  
5424,slovíčko,478,  
5424,špitál,478,  
5424,úředně,478,  
5424,Votava,478,  
5425,bylinka,477,  
5425,cech,477,  
5425,dýka,477,  
5425,generálka,477,  
5425,indián,477,  
5425,Klášterec,477,  
5425,Margot,477,  
5425,modulace,477,  
5425,obklíčit,477,  
5425,odbytový,477,  
5425,oživovat,477,  
5425,pasák,477,  
5425,písecký,477,  
5425,ponížení,477,  
5425,poprat,477,  
5425,promarnit,477,  
5425,pruský,477,  
5425,přívěs,477,  
5425,rušivý,477,  
5425,statečně,477,  
5425,tlumený,477,  
5425,umělcův,477,  
5425,užitný,477,  
5425,zatčený,477,  
5425,závodiště,477,  
5426,bavlněný,476,  
5426,das,476,  
5426,Duncan,476,  
5426,experimentovat,476,  
5426,hudebně,476,  
5426,jmenovatel,476,  
5426,letovisko,476,  
5426,lichotivý,476,  
5426,Luhačovice,476,  
5426,obdařit,476,  
5426,Octavia,476,  
5426,odlitek,476,  
5426,odstřel,476,  
5426,opéci,476,  
5426,opít,476,  
5426,přirovnávat,476,  
5426,řazení,476,  
5426,řetězový,476,  
5426,toliko,476,  
5426,travnatý,476,  
5426,tukový,476,  
5426,vrabec,476,  
5426,vykupovat,476,  
5426,zmapovat,476,  
5426,zneškodnit,476,  
5426,zubař,476,  
5427,folklór,475,  
5427,fór,475,  
5427,hmatatelný,475,  
5427,INE,475,  
5427,klečet,475,  
5427,mezník,475,  
5427,odročit,475,  
5427,patos,475,  
5427,pětičlenný,475,  
5427,plátěný,475,  
5427,polknout,475,  
5427,réva,475,  
5427,ring,475,  
5427,rozplývat,475,  
5427,Saxová,475,  
5427,střílení,475,  
5427,tajnost,475,  
5427,třicítka,475,  
5427,vymoženost,475,  
5427,vznětový,475,  
5427,vzteklina,475,  
5427,zmlknout,475,  
5428,bál,474,  
5428,Bechyně,474,  
5428,Burda,474,  
5428,buržoazní,474,  
5428,cihlový,474,  
5428,ego,474,  
5428,fanatik,474,  
5428,Göteborg,474,  
5428,Holý,474,  
5428,chovanec,474,  
5428,chrup,474,  
5428,instruktor,474,  
5428,jachta,474,  
5428,kompromisně,474,  
5428,lysý,474,  
5428,nicota,474,  
5428,objektivita,474,  
5428,oslnivý,474,  
5428,oválný,474,  
5428,podpatek,474,  
5428,předehrávka,474,  
5428,rarita,474,  
5428,Ross,474,  
5428,Souček,474,  
5428,taxi,474,  
5428,uvádění,474,  
5428,věznit,474,  
5428,VP,474,  
5428,vrak,474,  
5428,zbohatnout,474,  
5429,kružnice,473,  
5429,Kubeš,473,  
5429,medailista,473,  
5429,ObchZ,473,  
5429,Pivín,473,  
5429,plážový,473,  
5429,plněný,473,  
5429,převážet,473,  
5429,Roland,473,  
5429,Rotterdam,473,  
5429,rozlišovací,473,  
5429,RZ,473,  
5429,sblížit,473,  
5429,severoirský,473,  
5429,Simona,473,  
5429,souběžný,473,  
5429,Šrámek,473,  
5429,uchvátit,473,  
5429,Vratimov,473,  
5429,vynakládat,473,  
5429,zadostiučinění,473,  
5429,zaostalý,473,  
5429,znečištěný,473,  
5429,znějící,473,  
5430,atrium,472,  
5430,bříško,472,  
5430,džus,472,  
5430,EBRD,472,  
5430,formalita,472,  
5430,krční,472,  
5430,krunýř,472,  
5430,medik,472,  
5430,nečinnost,472,  
5430,nesmiřitelný,472,  
5430,obnos,472,  
5430,odevzdávat,472,  
5430,Paegas,472,  
5430,papírenský,472,  
5430,podplukovník,472,  
5430,přidržovat,472,  
5430,rovnoprávný,472,  
5430,Samantha,472,  
5430,secesní,472,  
5430,STK,472,  
5430,třídit,472,  
5430,vládnutí,472,  
5430,vydírat,472,  
5430,znechutit,472,  
5431,arogantní,471,  
5431,derivát,471,  
5431,drtit,471,  
5431,homeopatie,471,  
5431,Leonid,471,  
5431,Martinezová,471,  
5431,odpočet,471,  
5431,Oleg,471,  
5431,Pavlína,471,  
5431,pianista,471,  
5431,podřizovat,471,  
5431,předlistopadový,471,  
5431,surrealistický,471,  
5431,vhodit,471,  
5432,cvičný,470,  
5432,chladno,470,  
5432,Lens,470,  
5432,Letovice,470,  
5432,libanonský,470,  
5432,milánský,470,  
5432,namířený,470,  
5432,poraněný,470,  
5432,přidělený,470,  
5432,Ruda,470,  
5432,sestrojit,470,  
5432,tlumit,470,  
5432,útržek,470,  
5432,zatraceně,470,  
5432,zdrženlivost,470,  
5433,delfín,469,  
5433,důmyslný,469,  
5433,feministka,469,  
5433,jarmark,469,  
5433,lem,469,  
5433,materiálový,469,  
5433,obratem,469,  
5433,odvysílat,469,  
5433,ofenziva,469,  
5433,otroctví,469,  
5433,otřásat,469,  
5433,Pobaltí,469,  
5433,populační,469,  
5433,potence,469,  
5433,proporce,469,  
5433,přemlouvat,469,  
5433,Stones,469,  
5433,tlama,469,  
5433,toulat,469,  
5433,válečník,469,  
5433,vozíčkář,469,  
5433,výstřižek,469,  
5433,zářez,469,  
5434,absorbovat,468,  
5434,Danka,468,  
5434,humanitní,468,  
5434,chátrat,468,  
5434,jednomyslně,468,  
5434,králův,468,  
5434,libovolně,468,  
5434,Motors,468,  
5434,osvětlovat,468,  
5434,protestant,468,  
5434,pružně,468,  
5434,pytlák,468,  
5434,resortní,468,  
5434,teritoriální,468,  
5434,úbor,468,  
5434,zanedbat,468,  
5434,zastírat,468,  
5435,humorný,467,  
5435,Jaroměř,467,  
5435,komerčně,467,  
5435,krejčí,467,  
5435,lhář,467,  
5435,Miloševiæ,467,  
5435,Neubauer,467,  
5435,optat,467,  
5435,pesimistický,467,  
5435,popálenina,467,  
5435,pracovně,467,  
5435,přímočarý,467,  
5435,racionalizace,467,  
5435,sekaný,467,  
5435,schůdný,467,  
5435,soda,467,  
5435,splynout,467,  
5435,stavebník,467,  
5435,štola,467,  
5435,teletext,467,  
5435,tepelně,467,  
5435,Vícov,467,  
5435,výdej,467,  
5435,výslovný,467,  
5435,železobetonový,467,  
5436,čtyřiadvacetiletý,466,  
5436,dialektický,466,  
5436,knír,466,  
5436,kouřový,466,  
5436,odstupující,466,  
5436,Pepa,466,  
5436,Pha,466,  
5436,plynoměr,466,  
5436,pokání,466,  
5436,prohloubení,466,  
5436,psychoterapie,466,  
5436,romance,466,  
5436,rozhodnutý,466,  
5436,skladovat,466,  
5436,třpytit,466,  
5436,ulehnout,466,  
5436,vypuknutí,466,  
5436,zprivatizovat,466,  
5437,Bundesbanka,465,  
5437,Cikán,465,  
5437,děťátko,465,  
5437,doléhat,465,  
5437,drnovický,465,  
5437,dvouhodinový,465,  
5437,frustrace,465,  
5437,jez,465,  
5437,komuniké,465,  
5437,náměstkyně,465,  
5437,nástupiště,465,  
5437,pondělek,465,  
5437,potomstvo,465,  
5437,prvotina,465,  
5437,rozložený,465,  
5437,Sanchezová,465,  
5437,Sanchezová-Vicariová,465,  
5437,spoluautor,465,  
5437,svorně,465,  
5437,upřednostňovat,465,  
5437,vyznačený,465,  
5437,zdanitelný,465,  
5438,bek,464,  
5438,dlaždice,464,  
5438,dodaný,464,  
5438,dochovaný,464,  
5438,enormní,464,  
5438,hongkongský,464,  
5438,iracionální,464,  
5438,kráter,464,  
5438,nacpat,464,  
5438,Nezval,464,  
5438,opsat,464,  
5438,podstavec,464,  
5438,pochybení,464,  
5438,polevit,464,  
5438,profitovat,464,  
5438,prokletý,464,  
5438,rozcestí,464,  
5438,symbolika,464,  
5438,typový,464,  
5438,účelově,464,  
5438,uchylovat,464,  
5438,vyjadřující,464,  
5438,vypínač,464,  
5438,zanedbávat,464,  
5439,básníkův,463,  
5439,ben,463,  
5439,Capital,463,  
5439,číslicový,463,  
5439,Hlaváč,463,  
5439,jasový,463,  
5439,jízdárna,463,  
5439,Kašpárková,463,  
5439,kněžský,463,  
5439,krácení,463,  
5439,Lemieux,463,  
5439,odseknout,463,  
5439,ošetřování,463,  
5439,ověřování,463,  
5439,pokojík,463,  
5439,RAM,463,  
5439,referent,463,  
5439,rentabilita,463,  
5439,složitě,463,  
5439,stožár,463,  
5439,šestadvacetiletý,463,  
5439,šlágr,463,  
5439,Tirana,463,  
5439,Tudjman,463,  
5439,Ulster,463,  
5439,vyhlédnout,463,  
5439,zatykač,463,  
5439,zdráhat,463,  
5440,celer,462,  
5440,doručení,462,  
5440,jos,462,  
5440,Koruna,462,  
5440,kytička,462,  
5440,lingvistika,462,  
5440,mix,462,  
5440,MPa,462,  
5440,naruby,462,  
5440,ohlašovat,462,  
5440,ohřát,462,  
5440,Pavlíček,462,  
5440,peripetie,462,  
5440,přístrojový,462,  
5440,publikování,462,  
5440,ranit,462,  
5440,rehabilitovat,462,  
5440,RIF,462,  
5440,rybolov,462,  
5440,strakonický,462,  
5440,Tate,462,  
5440,tvarovaný,462,  
5440,zadlužení,462,  
5440,zdevastovaný,462,  
5440,žalostný,462,  
5441,aromatický,461,  
5441,beran,461,  
5441,bezmocně,461,  
5441,Dostojevský,461,  
5441,Havajec,461,  
5441,honba,461,  
5441,jihovýchod,461,  
5441,koroze,461,  
5441,lesník,461,  
5441,letohradský,461,  
5441,madam,461,  
5441,Matek,461,  
5441,Megan,461,  
5441,nevinnost,461,  
5441,osmadvacetiletý,461,  
5441,povstalecký,461,  
5441,přiblížení,461,  
5441,revizní,461,  
5441,rozjezd,461,  
5441,řádění,461,  
5441,skvost,461,  
5441,slitina,461,  
5441,ubližovat,461,  
5441,vízový,461,  
5441,výklenek,461,  
5441,záchytný,461,  
5442,Anaheim,460,  
5442,diferencovaný,460,  
5442,dynamicky,460,  
5442,Fox,460,  
5442,harmonika,460,  
5442,hučet,460,  
5442,jihozápad,460,  
5442,Kč/kg,460,  
5442,lupa,460,  
5442,Mandela,460,  
5442,odklon,460,  
5442,odpojit,460,  
5442,patriarcha,460,  
5442,peruánský,460,  
5442,pluralitní,460,  
5442,pohraničník,460,  
5442,ponurý,460,  
5442,povětrnostní,460,  
5442,pryskyřice,460,  
5442,přebývat,460,  
5442,přívětivý,460,  
5442,putovní,460,  
5442,srozumitelně,460,  
5442,znázorňovat,460,  
5442,zpřístupnění,460,  
5443,Abrahám,459,  
5443,čtvrtfinálový,459,  
5443,demolice,459,  
5443,dostavět,459,  
5443,džíny,459,  
5443,lok,459,  
5443,magnát,459,  
5443,Míša,459,  
5443,nesnášenlivost,459,  
5443,oborový,459,  
5443,odcizený,459,  
5443,odvěký,459,  
5443,přetáhnout,459,  
5443,sexuálně,459,  
5443,situovat,459,  
5443,soudružka,459,  
5443,vaječný,459,  
5443,vyvstávat,459,  
5443,zodpovědně,459,  
5443,zrcadlový,459,  
5443,žertovat,459,  
5444,dojetí,458,  
5444,du,458,  
5444,Freud,458,  
5444,Hizballáh,458,  
5444,igelitový,458,  
5444,klíště,458,  
5444,kra,458,  
5444,Lizner,458,  
5444,lví,458,  
5444,náčiní,458,  
5444,odřeknout,458,  
5444,panenský,458,  
5444,precizní,458,  
5444,pruhovaný,458,  
5444,Příhoda,458,  
5444,sexy,458,  
5444,Spartak,458,  
5444,stavitelství,458,  
5444,tisíckrát,458,  
5444,vytoužený,458,  
5444,White,458,  
5444,zahraničněpolitický,458,  
5444,zdar,458,  
5445,Bukač,457,  
5445,Florencie,457,  
5445,Ind,457,  
5445,Kasparov,457,  
5445,kbelík,457,  
5445,kontrolovatelný,457,  
5445,kukla,457,  
5445,liberálně,457,  
5445,nábor,457,  
5445,negace,457,  
5445,Nelson,457,  
5445,otáčení,457,  
5445,Radiožurnál,457,  
5445,síto,457,  
5445,směsice,457,  
5445,stropní,457,  
5445,uhlovodík,457,  
5445,vehementně,457,  
5445,vestavěný,457,  
5445,vyhoupnout,457,  
5445,výluka,457,  
5445,vysvětlitelný,457,  
5445,zasazovat,457,  
5446,harmonizace,456,  
5446,havran,456,  
5446,jedenkrát,456,  
5446,konzultační,456,  
5446,malířka,456,  
5446,MO,456,  
5446,motat,456,  
5446,namáhavý,456,  
5446,obézní,456,  
5446,PKK,456,  
5446,přebrat,456,  
5446,redigovat,456,  
5446,rozjíždět,456,  
5446,Skácel,456,  
5446,snový,456,  
5446,sudý,456,  
5446,Světlá,456,  
5446,tele,456,  
5446,Uličný,456,  
5446,usedlost,456,  
5446,zapříčinit,456,  
5446,zdokonalit,456,  
5447,DAMU,455,  
5447,fiasko,455,  
5447,idylický,455,  
5447,mikrořadič,455,  
5447,přerušený,455,  
5447,Spiegel,455,  
5447,strukturovaný,455,  
5447,štěrbina,455,  
5447,tranzit,455,  
5447,um,455,  
5447,uvědomělý,455,  
5447,velkoryse,455,  
5447,vous,455,  
5447,výsluní,455,  
5447,WTA,455,  
5447,zabydlet,455,  
5447,zapojovat,455,  
5447,znatelně,455,  
5448,Branca,454,  
5448,černík,454,  
5448,Hejduk,454,  
5448,hranatý,454,  
5448,makedonský,454,  
5448,né,454,  
5448,novinářka,454,  
5448,poddaný,454,  
5448,pokynout,454,  
5448,povzdech,454,  
5448,průduch,454,  
5448,rituální,454,  
5448,stahování,454,  
5448,strhávat,454,  
5448,Studénka,454,  
5448,štika,454,  
5448,trojskok,454,  
5448,zachovalý,454,  
5448,zaniklý,454,  
5448,živelný,454,  
5449,aerobik,453,  
5449,Carter,453,  
5449,evoluce,453,  
5449,Gates,453,  
5449,konektor,453,  
5449,labský,453,  
5449,nástěnný,453,  
5449,neutralita,453,  
5449,odhalování,453,  
5449,potažmo,453,  
5449,požádání,453,  
5449,prokletí,453,  
5449,sochařství,453,  
5449,soukromě,453,  
5449,sova,453,  
5449,srážet,453,  
5449,Tab,453,  
5449,vydobýt,453,  
5449,zahřívat,453,  
5449,zakročit,453,  
5449,započítat,453,  
5449,zážehový,453,  
5449,ztělesňovat,453,  
5449,zvětšený,453,  
5450,Agnes,452,  
5450,barbar,452,  
5450,Breda,452,  
5450,Cinema,452,  
5450,Claude,452,  
5450,čáp,452,  
5450,členit,452,  
5450,depo,452,  
5450,Frič,452,  
5450,Hall,452,  
5450,MV,452,  
5450,ohromně,452,  
5450,op,452,  
5450,podvést,452,  
5450,povětří,452,  
5450,rozzlobit,452,  
5450,Ryba,452,  
5450,Securities,452,  
5450,spalovat,452,  
5450,svátost,452,  
5450,Švarc,452,  
5450,uctívat,452,  
5450,zmocňovat,452,  
5451,cukrový,451,  
5451,hokejka,451,  
5451,houf,451,  
5451,chovný,451,  
5451,im,451,  
5451,koleda,451,  
5451,Lada,451,  
5451,mast,451,  
5451,matiční,451,  
5451,nasytit,451,  
5451,Nil,451,  
5451,Novell,451,  
5451,obstrukce,451,  
5451,paradigma,451,  
5451,pluralita,451,  
5451,popelník,451,  
5451,překlenout,451,  
5451,řad,451,  
5451,Skot,451,  
5451,Slovnaft,451,  
5451,suše,451,  
5451,Trója,451,  
5451,umělkyně,451,  
5451,zabudovat,451,  
5451,západoněmecký,451,  
5451,žánrový,451,  
5452,Bruntálsko,450,  
5452,Horáková,450,  
5452,Jáchymov,450,  
5452,Jam,450,  
5452,mesiáš,450,  
5452,napřesrok,450,  
5452,navštěvovaný,450,  
5452,nedohledno,450,  
5452,ornament,450,  
5452,ovládnutí,450,  
5452,Patočka,450,  
5452,prospekt,450,  
5452,reprodukovat,450,  
5452,svazovat,450,  
5452,upřený,450,  
5452,územně,450,  
5452,vysněný,450,  
5452,Zetor,450,  
5452,zřícenina,450,  
5452,žákovský,450,  
5453,aktivace,449,  
5453,autogramiáda,449,  
5453,Bauer,449,  
5453,bezradný,449,  
5453,domnělý,449,  
5453,drobné,449,  
5453,gratulovat,449,  
5453,chabý,449,  
5453,il,449,  
5453,kacíř,449,  
5453,Klement,449,  
5453,odedávna,449,  
5453,opuštění,449,  
5453,osmadvacet,449,  
5453,pokořit,449,  
5453,realizační,449,  
5453,sójový,449,  
5453,upevňovat,449,  
5453,urovnat,449,  
5453,vestavba,449,  
5453,vylovit,449,  
5453,zamčený,449,  
5453,zatajit,449,  
5453,zbořit,449,  
5453,zdokonalovat,449,  
5454,Apple,448,  
5454,cukrárna,448,  
5454,Davenportová,448,  
5454,demokratizace,448,  
5454,financovaný,448,  
5454,interpelace,448,  
5454,kalkulovat,448,  
5454,karneval,448,  
5454,královopolský,448,  
5454,lata,448,  
5454,mok,448,  
5454,neexistence,448,  
5454,oběsit,448,  
5454,odbočit,448,  
5454,paket,448,  
5454,pohovořit,448,  
5454,pokleslý,448,  
5454,propůjčit,448,  
5454,rozený,448,  
5454,řečnický,448,  
5454,stařík,448,  
5454,střelecky,448,  
5454,střevní,448,  
5454,taťka,448,  
5454,usnést,448,  
5454,Valdštejn,448,  
5454,vodivý,448,  
5454,zevnějšek,448,  
5454,znenadání,448,  
5454,ženit,448,  
5455,angažovaný,447,  
5455,křečovitě,447,  
5455,Ludwig,447,  
5455,monitorování,447,  
5455,motýlek,447,  
5455,nakrátko,447,  
5455,NASA,447,  
5455,nevědomost,447,  
5455,odemknout,447,  
5455,paušální,447,  
5455,protihráč,447,  
5455,rozmnožovat,447,  
5455,Rusek,447,  
5455,trans,447,  
5455,Trojan,447,  
5455,zbrusu,447,  
5456,bavlna,446,  
5456,Buenos,446,  
5456,dunajský,446,  
5456,erb,446,  
5456,hip,446,  
5456,housenka,446,  
5456,kmitočet,446,  
5456,marže,446,  
5456,milosrdenství,446,  
5456,mlýnský,446,  
5456,napáchat,446,  
5456,objasnění,446,  
5456,opodstatnění,446,  
5456,opus,446,  
5456,párek,446,  
5456,plynárna,446,  
5456,roztrhat,446,  
5456,servírovat,446,  
5456,Schroeder,446,  
5456,směrovat,446,  
5456,vladař,446,  
5456,vylepšovat,446,  
5456,vyškovský,446,  
5457,čokoládový,445,  
5457,doupě,445,  
5457,Erik,445,  
5457,improvizovaný,445,  
5457,Jugoslávec,445,  
5457,Kongo,445,  
5457,Mika,445,  
5457,Mona,445,  
5457,mrtvice,445,  
5457,neduh,445,  
5457,odtržení,445,  
5457,onkologický,445,  
5457,opar,445,  
5457,potápěč,445,  
5457,pracovněprávní,445,  
5457,receptář,445,  
5457,sblížení,445,  
5457,tamhle,445,  
5457,vyhnanství,445,  
5457,výsměch,445,  
5458,avenue,444,  
5458,bažina,444,  
5458,horlivý,444,  
5458,kJ,444,  
5458,klamný,444,  
5458,konkurenceschopný,444,  
5458,labouristický,444,  
5458,Live,444,  
5458,Mario,444,  
5458,Mojmír,444,  
5458,nostalgický,444,  
5458,otištěný,444,  
5458,pra,444,  
5458,profesorka,444,  
5458,přírodovědecký,444,  
5458,Rezek,444,  
5458,rokoko,444,  
5458,rozptýlený,444,  
5458,satira,444,  
5458,vynaleznout,444,  
5458,zdražování,444,  
5458,zvučný,444,  
5459,citrón,443,  
5459,dořešit,443,  
5459,evidovaný,443,  
5459,hrášek,443,  
5459,interrupce,443,  
5459,Ivančice,443,  
5459,kalný,443,  
5459,kreslení,443,  
5459,Kvapil,443,  
5459,likvidní,443,  
5459,lodyha,443,  
5459,lucemburský,443,  
5459,Mac,443,  
5459,makléřský,443,  
5459,Misso,443,  
5459,Motorola,443,  
5459,obalit,443,  
5459,revitalizace,443,  
